Allocated = srcs/stringstream/ss_create.c, 20, ss_create, 0x603000005830[24]
Allocated = srcs/sprite/ft_init_animated_sprite.c, 22, ft_init_animated_sprite, 0x603000023dd0[24]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x60200000a090[16]
Allocated = srcs/t_image/ft_read_xpm.c, 28, ft_read_xpm, 0x60400002f790[48]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x60200000a0b0[16]
Allocated = srcs/sprite/ft_generate_sprites_array.c, 65, ft_generate_sprites_array_grid, 0x60400002f810[48]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000023f80[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000023fb0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000023fe0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000024010[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000024040[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000024070[24]
Allocated = srcs/sprite/ft_init_animated_sprite.c, 22, ft_init_animated_sprite, 0x6030000240a0[24]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x60200000a0d0[16]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x6030000240d0[32]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x603000024100[32]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x603000024130[32]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x603000024160[32]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x603000024190[32]
Allocated = srcs/t_image/ft_read_xpm.c, 28, ft_read_xpm, 0x60400002f850[48]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x60200000a0f0[16]
Allocated = srcs/sprite/ft_generate_sprites_array.c, 65, ft_generate_sprites_array_grid, 0x6030000270d0[32]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027100[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027130[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027160[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027190[24]
Allocated = srcs/sprite/ft_init_animated_sprite.c, 22, ft_init_animated_sprite, 0x6030000271c0[24]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x60200000a110[16]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x60b000014f10[112]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x60b000014fc0[112]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x60b000015070[112]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x60b000015120[112]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x60b0000151d0[112]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x60b000015280[112]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x60b000015330[112]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x60b0000153e0[112]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x60b000015490[112]
Allocated = srcs/t_image/ft_read_xpm.c, 28, ft_read_xpm, 0x60400002f8d0[48]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x60200000a130[16]
Allocated = srcs/sprite/ft_generate_sprites_array.c, 65, ft_generate_sprites_array_grid, 0x615000006480[512]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000278b0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000278e0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027910[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027940[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027970[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000279a0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000279d0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027a00[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027a30[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027a60[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027a90[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027ac0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027af0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027b20[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027b50[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027b80[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027bb0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027be0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027c10[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027c40[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027c70[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027ca0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027cd0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027d00[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027d30[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027d60[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027d90[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027dc0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027df0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027e20[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027e50[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027e80[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027eb0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027ee0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027f10[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027f40[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027f70[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027fa0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000027fd0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000028000[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000028030[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000028060[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000028090[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000280c0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000280f0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000028120[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000028150[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000028180[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000281b0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000281e0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000028210[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000028240[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000028270[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000282a0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000282d0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000028300[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000028330[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000028360[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000028390[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000283c0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000283f0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000028420[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000028450[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000028480[24]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x616000005780[520]
Allocated = srcs/stringstream/ss_create.c, 20, ss_create, 0x6030000284b0[24]
Allocated = srcs/common/ft_strdup.c, 21, ft_strdup, 0x60200000a150[1]
Allocated = srcs/common/ft_strjoin.c, 21, ft_strjoin, 0x6030000284e0[19]
Freed = srcs/stringstream/ss_append_to_str.c, 33, ss_append, 0x60200000a150
Allocated = srcs/common/ft_strjoin.c, 21, ft_strjoin, 0x603000028510[19]
Freed = srcs/stringstream/ss_append_to_str.c, 33, ss_append, 0x6030000284e0
Allocated = srcs/raw_map/ft_generate_raw_map.c, 34, generate_map, 0x60400002f950[40]
Allocated = srcs/common/ft_substr.c, 27, ft_substr, 0x60200000a170[6]
Allocated = srcs/common/ft_substr.c, 27, ft_substr, 0x60200000a190[6]
Allocated = srcs/common/ft_substr.c, 27, ft_substr, 0x60200000a1b0[6]
Freed = srcs/stringstream/ss_destory.c, 21, ss_destroy, 0x603000028510
Freed = srcs/stringstream/ss_destory.c, 22, ss_destroy, 0x6030000284b0
Allocated = srcs/raw_map/ft_has_invalid_pathway.c, 52, flood_fill_with_x, 0x60c000023bc0[120]
Freed = srcs/raw_map/ft_has_invalid_pathway.c, 61, flood_fill_with_x, 0x60c000023bc0
Freed = srcs/utils/ft_free_2d.c, 23, ft_free_2d, 0x60200000a170
Freed = srcs/utils/ft_free_2d.c, 23, ft_free_2d, 0x60200000a190
Freed = srcs/utils/ft_free_2d.c, 23, ft_free_2d, 0x60200000a1b0
Freed = srcs/utils/ft_free_2d.c, 26, ft_free_2d, 0x60400002f950
Allocated = srcs/stringstream/ss_create.c, 20, ss_create, 0x603000028540[24]
Allocated = srcs/common/ft_strdup.c, 21, ft_strdup, 0x60200000a1d0[1]
Allocated = srcs/common/ft_strjoin.c, 21, ft_strjoin, 0x603000028570[19]
Freed running...
= srcs/stringstream/ss_append_to_str.c, 33, ss_append, 0x60200000a1d0
Allocated = srcs/common/ft_strjoin.c, 21, ft_strjoin, 0x6030000285a0[19]
Freed = srcs/stringstream/ss_append_to_str.c, 33, ss_append, 0x603000028570
Allocated = srcs/raw_map/ft_generate_raw_map.c, 34, generate_map, 0x60400002f990[40]
Allocated = srcs/common/ft_substr.c, 27, ft_substr, 0x60200000a1f0[6]
Allocated = srcs/common/ft_substr.c, 27, ft_substr, 0x60200000a210[6]
Allocated = srcs/common/ft_substr.c, 27, ft_substr, 0x60200000a230[6]
Freed = srcs/stringstream/ss_destory.c, 21, ss_destroy, 0x6030000285a0
Freed = srcs/stringstream/ss_destory.c, 22, ss_destroy, 0x603000028540
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x608000017da0[96]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x6030000285d0[24]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x603000028600[20]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x603000028630[20]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x603000028660[20]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x60200000a250[8]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x60200000a270[1]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x60b000015540[112]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x60b0000155f0[112]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x60b0000156a0[112]
Allocated = srcs/t_image/ft_new_image.c, 19, ft_new_image, 0x60400002f9d0[48]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x60200000a290[16]
Allocated = srcs/t_image/ft_new_image.c, 19, ft_new_image, 0x60400002fa10[48]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x60200000a2b0[16]
Allocated = srcs/mlx_utils/ft_window_init.c, 19, ft_window_init, 0x60400002fa50[40]
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x6020000261f0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x6020000261f0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000026b70[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000026b70
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000027470[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000027470
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x6020000274b0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x6020000274b0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x6020000274f0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x6020000274f0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000027530[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000027530
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000027570[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000027570
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x6020000275b0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x6020000275b0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x6020000275f0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x6020000275f0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000027630[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000027630
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000027670[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000027670
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x6020000276b0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x6020000276b0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x6020000276f0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x6020000276f0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000027730[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000027730
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000027830[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000027830
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000027870[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000027870
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x6020000278b0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x6020000278b0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x6020000278f0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x6020000278f0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000027950[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000027950
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x6020000279b0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x6020000279b0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x6020000279f0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x6020000279f0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000027a30[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000027a30
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000027a70[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000027a70
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000027ab0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000027ab0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000027bb0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000027bb0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000027bf0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000027bf0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000027c30[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000027c30
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000027c70[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000027c70
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000027cb0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000027cb0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000027d50[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000027d50
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000028d30[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000028d30
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002bb30[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002bb30
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002bed0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002bed0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002bf10[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002bf10
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002bf50[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002bf50
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002bf90[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002bf90
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002bfd0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002bfd0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c010[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c010
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c050[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c050
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c090[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c090
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c0d0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c0d0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c110[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c110
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c150[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c150
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c190[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c190
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c1d0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c1d0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c210[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c210
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c290[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c290
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c310[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c310
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c350[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c350
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c390[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c390
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c3d0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c3d0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c410[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c410
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c450[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c450
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c490[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c490
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c4d0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c4d0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c510[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c510
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c550[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c550
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c590[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c590
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c5d0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c5d0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c610[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c610
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c650[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c650
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c690[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c690
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c6d0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c6d0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c710[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c710
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c750[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c750
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c790[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c790
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c7d0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c7d0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c810[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c810
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c850[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c850
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c890[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c890
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c8d0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c8d0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c910[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c910
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c950[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c950
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c990[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c990
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002c9d0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002c9d0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002ca10[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002ca10
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002ca50[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002ca50
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002ca90[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002ca90
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002cad0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002cad0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002cb10[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002cb10
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002cb50[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002cb50
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002cb90[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002cb90
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002cbd0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002cbd0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002cc10[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002cc10
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002cc50[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002cc50
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002cc90[2]
